xSum_mm	ySum_mm
131	-0.217625135335582
132	-0.218422457213046
133	-0.219205191046376
134	-0.219974959050874
135	-0.220730143441841
136	-0.221472236434577
137	-0.222201080244384
138	-0.222915677086563
139	-0.223616879176414
140	-0.224303758729238
141	-0.224975277960337
142	-0.225632299085011
143	-0.226275344318561
144	-0.226903805876288
145	-0.227518545942595
146	-0.228119715991196
147	-0.228706226785124
148	-0.229276999056511
149	-0.229834443537488
150	-0.230378520960188
151	-0.230909717056743
152	-0.231426762559284
153	-0.231930194199944
154	-0.232419119710855
155	-0.232893867824148
156	-0.233355287271955
157	-0.23380281378641
158	-0.234235092099642
159	-0.234652777943786
160	-0.235056662050972
161	-0.235444941153332
162	-0.235819644983
163	-0.236178656272105
164	-0.236522854752782
165	-0.236852302157161
166	-0.237167669217374
167	-0.237468718665554
168	-0.237754779233833
169	-0.238025956654342
170	-0.238282625659214
171	-0.23852487398058
172	-0.238752331350573
173	-0.238965340501324
174	-0.239165110164966
175	-0.23935177407363
176	-0.239523694659449
177	-0.239679396854555
178	-0.239823113591079
179	-0.239951284201153
180	-0.24006414771691
181	-0.240164133870482
182	-0.240248829394
183	-0.240318249676155
184	-0.240372930711873
185	-0.240412618352638
186	-0.240436239050934
187	-0.240444984155245
188	-0.240439448988056
189	-0.24041899207585
190	-0.240383955404112
191	-0.240334934286326
192	-0.240270259103976
193	-0.240189675738547
194	-0.240095388961522
195	-0.239985743844386
196	-0.239859920258622
197	-0.239720584575716
198	-0.239566514467151
199	-0.239398900904412
200	-0.239215926158982
201	-0.239016172402347
202	-0.238801933905989
203	-0.238572779941393
204	-0.238328736780044
205	-0.238068776693425
206	-0.237793510953022
207	-0.237502951830317
208	-0.237196712596795
209	-0.236873853523941
210	-0.236536756883238
211	-0.23618534894617
212	-0.235820297984223
213	-0.23544170926888
214	-0.235046601071625
215	-0.234635464663943
216	-0.234208953317317
217	-0.233766816303232
218	-0.233310077893172
219	-0.232837278358621
220	-0.232348342939839
221	-0.231845787158931
222	-0.231328208819844
223	-0.230796828695304
224	-0.230250513558034
225	-0.229688480180759
226	-0.229110804336202
227	-0.228516453797089
228	-0.227904546336143
229	-0.227276059726088
230	-0.226631451739649
231	-0.225971390149551
232	-0.225296912728517
233	-0.224608427249271
234	-0.223906181484538
235	-0.223190953207042
236	-0.222457860189508
237	-0.221707380204659
238	-0.22093958102522
239	-0.220154310423915
240	-0.219352246173469
241	-0.218535576046605
242	-0.217704147816048
243	-0.216858039254522
244	-0.215997938134751
245	-0.21512120222946
246	-0.214226089311372
247	-0.213313017153213
248	-0.212382993527706
249	-0.211438676207576
250	-0.210479482965546
251	-0.209506931574342
252	-0.208517299806687
253	-0.207512075435305
254	-0.206491476232922
255	-0.20545523997226
256	-0.204402084426045
257	-0.203331837367
258	-0.202244586335869
259	-0.20114174794547
260	-0.20002429857664
261	-0.198892014610217
262	-0.197745012427037
263	-0.196581718407939
264	-0.195400528933758
265	-0.194202860385333
266	-0.192988759143501
267	-0.191758911589098
268	-0.190514034102962
269	-0.189254083065931
270	-0.187977804858841
271	-0.186683025862529
272	-0.185370902457834
273	-0.184042601025592
274	-0.18269825794664
275	-0.181336949601815
276	-0.179960802371956
277	-0.178567702637898
278	-0.17715965678048
279	-0.175737061180538
280	-0.174297782218909
281	-0.172838496276432
282	-0.171361009733943
283	-0.169867488972279
284	-0.168360100372277
285	-0.166838920314775
286	-0.165303465180611
287	-0.16375129135062
288	-0.162179355205641
289	-0.16059008312651
290	-0.158984541494066
291	-0.157364866689144
292	-0.155729215092583
293	-0.154076493085219
294	-0.15240502704789
295	-0.150713873324783
296	-0.149006617417133
297	-0.147285053983225
298	-0.145548977644694
299	-0.143795213023173
300	-0.142021744740297
301	-0.140228867417699
302	-0.138419035677015
303	-0.136594654139878
304	-0.134754917427923
305	-0.132897020162784
306	-0.131022556966095
307	-0.129129222459491
308	-0.127218711264605
309	-0.125293618003072
310	-0.123353837296526
311	-0.121398563766602
312	-0.119424592034933
313	-0.117433316723154
314	-0.1154231324529
315	-0.113396333845804
316	-0.1113532155235
317	-0.109293672107624
318	-0.107217198219809
319	-0.105121488481689
320	-0.103006937514899
321	-0.100875939941073
322	-0.0987268903818447
323	-0.0965596834588491
324	-0.0943735137937202
325	-0.0921697760080923
326	-0.0899485647235996
327	-0.0877099745618762
328	-0.0854523001445566
329	-0.0831762360932749
330	-0.0808804770296655
331	-0.0785663175753624
332	-0.076234752352
333	-0.0738843758776796
334	-0.0715154822563707
335	-0.0691315654885096
336	-0.0667300195745331
337	-0.0643075385148775
338	-0.0618670163099793
339	-0.0594055469602751
340	-0.0569254244662014
341	-0.0544261428281945
342	-0.0519063960466912
343	-0.0493659781221278
344	-0.0468046830549409
345	-0.0442219047376027
346	-0.0416198345794077
347	-0.0389959615064729
348	-0.0363510743369507
349	-0.0336844618889939
350	-0.0309970129807549
351	-0.0282890164303864
352	-0.0255598610560409
353	-0.022808535675871
354	-0.0200348291080295
355	-0.0172383301706687
356	-0.0144183276819413
357	-0.01157471046
358	-0.00870817203293458
359	-0.0058186247685843
360	-0.00290488574472575
361	3.11279608645209e-05
