x	y
115	1.31649102925084
116	1.33221277196212
117	1.34784078628001
118	1.36337142276565
119	1.37880103198022
120	1.39412596448486
121	1.40934257084075
122	1.42444720160905
123	1.43943620735092
124	1.45430593862751
125	1.469052746
126	1.48367321905252
127	1.49816490346114
128	1.51252558392491
129	1.52675304514288
130	1.54084507181409
131	1.5547994486376
132	1.56861396031245
133	1.58228639153769
134	1.59581452701237
135	1.60919615143554
136	1.62242904950624
137	1.63551100592352
138	1.64843980538644
139	1.66121323259404
140	1.67382907224537
141	1.68628510903947
142	1.6985791276754
143	1.71070891285221
144	1.72267224926893
145	1.73446692162463
146	1.74609071461834
147	1.75754141294912
148	1.76881680131602
149	1.77991466441808
150	1.79083278695435
151	1.80156895362388
152	1.81212094912573
153	1.82248655815892
154	1.83266356542252
155	1.84264975561558
156	1.85244291343713
157	1.86204082358624
158	1.87144127076195
159	1.8806420396633
160	1.88964091498934
161	1.89843568143913
162	1.90702412371171
163	1.91540405740548
164	1.92357400880398
165	1.93153321487584
166	1.93928094348907
167	1.94681646251168
168	1.95413903981166
169	1.96124794325704
170	1.96814244071579
171	1.97482180005594
172	1.98128528914548
173	1.98753217585241
174	1.99356172804475
175	1.99937321359048
176	2.00496590035763
177	2.01033905621418
178	2.01549194902815
179	2.02042384666754
180	2.02513401700034
181	2.02962172789457
182	2.03388624721823
183	2.03792684283932
184	2.04174278262584
185	2.0453333344458
186	2.0486977661672
187	2.05183534565804
188	2.05474534078633
189	2.05742701942007
190	2.05987964942727
191	2.06210249867593
192	2.06409483503404
193	2.06585592636962
194	2.06738504055067
195	2.0686814454452
196	2.06974440892119
197	2.07057319884667
198	2.07116708308963
199	2.07152532951807
200	2.071647206
201	2.07153222384473
202	2.07118086812676
203	2.07059386736191
204	2.069771950066
205	2.06871584475484
206	2.06742627994425
207	2.06590398415003
208	2.064149685888
209	2.06216411367399
210	2.05994799602379
211	2.05750206145324
212	2.05482703847813
213	2.05192365561429
214	2.04879264137753
215	2.04543472428366
216	2.04185063284851
217	2.03804109558787
218	2.03400684101758
219	2.02974859765343
220	2.02526709401126
221	2.02056305860686
222	2.01563721995606
223	2.01049030657467
224	2.0051230469785
225	1.99953616968337
226	1.9937304032051
227	1.98770647605949
228	1.98146511676237
229	1.97500705382954
230	1.96833301577682
231	1.96144373112003
232	1.95433992837498
233	1.94702233605748
234	1.93949168268335
235	1.93174869676841
236	1.92379410682846
237	1.91562864137932
238	1.90725306016098
239	1.89866884106921
240	1.8898781801556
241	1.8808833046959
242	1.87168644196585
243	1.86228981924122
244	1.85269566379775
245	1.84290620291119
246	1.8329236638573
247	1.82275027391181
248	1.81238826035049
249	1.80183985044908
250	1.79110727148333
251	1.780192750729
252	1.76909851546183
253	1.75782679295757
254	1.74637981049198
255	1.7347597953408
256	1.72296897477979
257	1.7110095760847
258	1.69888382653127
259	1.68659395339526
260	1.67414218395241
261	1.66153074547848
262	1.64876186524922
263	1.63583777054038
264	1.6227606886277
265	1.60953284678695
266	1.59615647229386
267	1.58263379242419
268	1.5689670344537
269	1.55515842565812
270	1.54121019331321
271	1.52712456469473
272	1.51290376707841
273	1.49855002774002
274	1.4840655739553
275	1.469452633
276	1.45471366413105
277	1.43985205453005
278	1.42487142335978
279	1.40977538978303
280	1.39456757296257
281	1.37925159206119
282	1.36383106624166
283	1.34830961466678
284	1.3326908564993
285	1.31697841090203
286	1.30117589703773
287	1.28528693406919
288	1.26931514115919
289	1.25326413747051
290	1.23713754216593
291	1.22093897440823
292	1.20467205336019
293	1.18834039818459
294	1.17194762804421
295	1.15549736210184
296	1.13899321952025
297	1.12243881946222
298	1.10583778109053
299	1.08919372356797
300	1.07251026605732
301	1.05579102772135
302	1.03903962772284
303	1.02225968522458
304	1.00545481938935
305	0.988628649379926
306	0.971784794359089
307	0.95492687348962
308	0.938058505934299
309	0.921183310855908
310	0.904304907417227
311	0.887426914781036
312	0.870552952110115
313	0.853686675217307
314	0.836832582866878
315	0.819996016774515
316	0.803182355305968
317	0.786396976826986
318	0.769645259703321
319	0.752932582300721
320	0.736264322984937
321	0.719645860121718
322	0.703082572076815
323	0.686579837215977
324	0.670143033904953
325	0.653777540509495
326	0.637488735395351
327	0.621281996928273
328	0.605162703474008
329	0.589136233398308
330	0.573207965066922
331	0.557383276845601
332	0.541667547100093
333	0.526066154196149
334	0.510584476499519
335	0.495227892375953
336	0.4800017801912
337	0.46491151831101
338	0.449962485101134
339	0.43516005892732
340	0.42050961815532
341	0.406016541150882
342	0.391686206279757
343	0.377523991907695
344	0.363535276400445
345	0.349725438123758
346	0.336099855443382
347	0.322663906725069
348	0.309422970334568
349	0.296382424637628
350	0.283547648
351	0.270924122320392
352	0.258517743629342
353	0.24633451149035
354	0.234380425466913
355	0.222661485122528
356	0.211183690020694
357	0.199953039724908
358	0.188975533798667
359	0.178257171805471
360	0.167803953308815
361	0.157621877872199
362	0.14771694505912
363	0.138095262397324
364	0.128765420592264
365	0.119738493527103
366	0.111025663049249
367	0.102638111006112
368	0.0945870192451023
369	0.0868835696136293
370	0.0795389439591025
371	0.0725643241289317
372	0.0659708919705263
373	0.0597698293312962
374	0.0539723180586509
375	0.04858954
376	0.0436279670654249
377	0.0390752314156936
378	0.0349142552742457
379	0.0311279608645209
380	0.027699270409959
381	0.0246111061339995
382	0.0218463902600821
383	0.0193880450116465
384	0.0172189926121324
385	0.0153221552849795
386	0.0136804552536274
387	0.0122768147415157
388	0.0110941559720843
389	0.0101154011687726
390	0.00932347255502051
391	0.00870129235426756
392	0.00823178278995347
393	0.0078978660855179
394	0.00768246446440052
395	0.00756850015004102
396	0.00753889536587905
397	0.00757657233535429
398	0.00766445328190641
399	0.00778546042897509
400	0.007922516
